m,e0,e1,a0,a1,Q,T0,T1,s0
24077.0,0.24093533247497612,0.4351455746147776,0.4028948789300993,0.5971051210699008,0.1572220980137536,0.23472883637014577,0.3891953216421363,340
23798.0,0.25493738969661317,0.42133792755693755,0.4167997310698378,0.5832002689301622,0.16243074775344812,0.25855370857335874,0.3884974149754951,350
24012.0,0.26782442112277194,0.4024654339496918,0.43267949358654006,0.56732050641346,0.16122575390493427,0.26862335647769475,0.37420636151133935,360
24017.0,0.2860473831036349,0.3846442103510014,0.4507015863763168,0.5492984136236833,0.16583092628301271,0.2938587097552368,0.36979078494468376,370
23932.0,0.29968243356175833,0.3687113488216614,0.46548554237004847,0.5345144576299515,0.16601128681244026,0.30530260761398414,0.3581762293478085,380
24027.0,0.3168518749739876,0.3533940983060723,0.4817288883339576,0.5182711116660423,0.16957830623703402,0.3252572265875323,0.35302125006755986,390
23751.0,0.33745947539050986,0.32487053176708347,0.5062944718117132,0.49370552818828684,0.1622507664068164,0.32969862365024766,0.31932129271423454,400
31650.0,0.0001579778830963665,0.9871090047393365,0.006524486571879937,0.99347551342812,0.00023081791613954739,-37.571093382308995,0.2641074852907227,10
31176.0,0.0006094431614062099,0.9741467795740313,0.013231331793687452,0.9867686682063126,0.0008687500407430493,-18.046124984049374,0.27513234778504575,20
30733.0,0.0019522988318745322,0.9592620310415514,0.02134513389516155,0.9786548661048384,0.002993368181744227,-10.654078366214387,0.3052571070296854,30
30506.0,0.002163508817937455,0.9480757883695011,0.027043860224218185,0.9729561397757818,0.002864276884220973,-8.42616225402827,0.2900261450868614,40
30152.0,0.004178827275139295,0.9331719288936058,0.035503449190766784,0.9644965508092332,0.0058366647413958805,-6.114157122275989,0.31280292007933114,50
29564.0,0.00635908537410364,0.9213570558787715,0.04250101474766608,0.9574989852523339,0.009105498239044607,-4.879486643574239,0.3337484710838324,60
29480.0,0.008310719131614654,0.9048846675712348,0.05171302578018996,0.94828697421981,0.0112729641925442,-3.8993954553923955,0.3345507876515911,70
28922.0,0.010753059954360003,0.8907406126823871,0.06000622363598645,0.9399937763640136,0.01430462615861594,-3.240887718438625,0.3421028535819993,80
28636.0,0.013025562229361643,0.878649252688923,0.0671881547702193,0.9328118452297807,0.017022628175869414,-2.7932600767412645,0.3466480007402405,90
28650.0,0.017591623036649216,0.8578010471204188,0.07989528795811518,0.9201047120418848,0.02241673199747818,-2.212837916463851,0.3572257595428452,100
28249.0,0.02258487026089419,0.8428616942192644,0.0898615880208149,0.9101384119791851,0.029019530518543002,-1.8329915835677357,0.3761154073848998,110
27769.0,0.026504375382620907,0.8257769455147826,0.10036371493391912,0.8996362850660808,0.032863000214567895,-1.5665240394573134,0.37713007146677757,120
27660.0,0.03185104844540853,0.8147505422993493,0.10855025307302965,0.8914497469269703,0.04013578200637957,-1.3425293433725265,0.39644639496834466,130
27505.0,0.03395746227958553,0.7972005089983639,0.1183784766406108,0.8816215233593891,0.039887997095667926,-1.212847799343647,0.3796679611150263,140
26994.0,0.04163888271467733,0.7793954212047122,0.1311217307549826,0.8688782692450174,0.04889194887699033,-0.986846208180607,0.39557712267498696,150
26602.0,0.049018870761596875,0.7579505300353356,0.1455341703631306,0.8544658296368695,0.05567735203662416,-0.8066336259323201,0.3995841133003631,160
26778.0,0.053103293748599595,0.7466950481738741,0.15320412278736276,0.8467958772126373,0.05926358101910845,-0.7264447515912689,0.4006953907420821,170
26354.0,0.05987705851104197,0.7301358427563178,0.16487060787736207,0.8351293921226379,0.06538948233838227,-0.6127603693480533,0.4054121068703866,180
26370.0,0.06909366704588547,0.7064087978763747,0.1813424345847554,0.8186575654152446,0.07241717692951832,-0.48645322207256114,0.4054127761901191,190
25891.0,0.07805801243675409,0.6895832528677919,0.1942373797844811,0.8057626202155189,0.08065970546242662,-0.38674572176203964,0.4140910360326482,200
25756.0,0.08646528964124864,0.6725423202360615,0.20696148470259357,0.7930385152974064,0.08726446698189361,-0.3108584176785519,0.4173832580050951,210
25517.0,0.09393737508327782,0.6568954030646236,0.21852098600932712,0.7814790139906729,0.09237190751357849,-0.25007818880490706,0.4171417621344838,220
25536.0,0.10447994987468671,0.6367089598997494,0.23388549498746866,0.7661145050125313,0.09955505021830702,-0.18008900920460408,0.41773423361865347,230
25364.0,0.11398044472480681,0.6192240971455606,0.2473781737896231,0.7526218262103769,0.10556896771463564,-0.12533814244991784,0.41757292461853535,240
25019.0,0.12474519365282385,0.599064710819777,0.26284024141652346,0.7371597585834766,0.11132040228985496,-0.07210868300881032,0.4157888702619896,250
25125.0,0.13723383084577115,0.5853930348258707,0.2759203980099503,0.7240796019900497,0.12220352961560366,-0.01345652898115197,0.4273750863716337,260
24973.0,0.14471629359708485,0.5660913786889841,0.2893124574540504,0.7106875425459497,0.12202919111796617,0.009140704839070094,0.4140278544065923,270
24709.0,0.15500424946375815,0.544417014043466,0.3052936177101461,0.6947063822898539,0.1236001128984186,0.03875343150545563,0.4024556689909644,280
24629.0,0.1678103049250883,0.5293759389337772,0.31921718299565555,0.6807828170043445,0.1318213900108129,0.08130824429307323,0.4079213524527626,290
